DATE,Variety,Treatment,Conc,Block,Plot,Reading,W460,W510,W560,W610,W660,W710,W760,W810
 8/18/2018,2,T10,0,2,210,2101,2.36,2.79,4.79,3.15,2.48,10.06,42.46,48.07
 8/18/2018,2,T10,0,2,210,2102,2.44,2.82,4.74,3.12,2.48,9.89,42.9,48.69
 8/18/2018,1,T5,0,3,301,3011,2.37,3,5.55,3.62,2.64,10.65,36.47,40.05
 8/18/2018,1,T5,0,3,301,3012,2.38,2.94,5.46,3.54,2.61,10.62,37.34,41.52
 8/18/2018,2,T6,2,3,302,3021,2.4,2.93,5.2,3.46,2.61,10.56,38.77,43.52
 8/18/2018,2,T6,2,3,302,3022,2.37,2.89,5.29,3.57,2.63,10.68,38.48,42.76
 8/18/2018,1,T3,4,3,303,3031,2.52,3.14,5.6,3.72,2.83,10.64,36.27,40.22
 8/18/2018,1,T3,4,3,303,3032,2.45,3.09,5.59,3.74,2.72,10.67,36.42,40.21
 8/18/2018,2,T8,4,3,304,3041,2.28,2.76,4.96,3.21,2.43,10.18,39.37,44.25
 8/18/2018,2,T8,4,3,304,3042,2.29,2.74,4.78,3.08,2.39,9.87,39.64,44.58
 8/18/2018,2,T9,5,3,305,3051,2.33,2.8,4.94,3.21,2.39,10.16,39.8,45
 8/18/2018,2,T9,5,3,305,3052,2.33,2.83,5.07,3.35,2.48,10.39,39.66,44.53
 8/18/2018,1,T4,5,3,306,3061,2.46,3.05,5.55,3.65,2.68,10.63,36.51,40.45
 8/18/2018,1,T4,5,3,306,3062,2.46,3.07,5.66,3.7,2.68,10.91,37.26,41.15
 8/18/2018,1,T1,2,3,307,3071,2.38,2.94,5.31,3.51,2.65,10.03,33.97,37.48
 8/18/2018,1,T1,2,3,307,3072,2.48,3.04,5.44,3.57,2.7,10.73,38.97,43.71
 8/18/2018,2,T10,0,3,308,3081,2.32,2.85,5.13,3.43,2.64,10.29,36.93,41.75
 8/18/2018,2,T10,0,3,308,3082,2.32,2.8,5.03,3.28,2.5,10.14,37.72,42.43
 8/18/2018,2,T7,3,3,309,3091,2.41,2.8,4.73,3.08,2.5,9.72,41.42,46.8
 8/18/2018,2,T7,3,3,309,3092,2.39,2.8,4.76,3.11,2.53,9.87,40.91,46.32
 8/18/2018,1,T2,3,3,310,3101,2.44,3.03,5.46,3.65,2.8,10.27,34.54,38.09
 8/18/2018,1,T2,3,3,310,3102,2.52,3.1,5.57,3.71,2.9,10.46,35.09,38.64
 8/18/2018,1,T3,4,4,401,4011,2.33,2.92,5.39,3.49,2.54,10.51,37.4,41.65
 8/18/2018,1,T3,4,4,401,4012,2.44,3.01,5.32,3.5,2.65,10.24,36.99,41.06
 8/18/2018,2,T6,2,4,402,4021,2.42,2.88,5.08,3.38,2.49,10.6,42.26,47.72
 8/18/2018,2,T6,2,4,402,4022,2.27,2.78,5.03,3.29,2.42,10.42,40.78,46.05
 8/18/2018,1,T5,0,4,403,4031,2.42,2.97,5.28,3.46,2.58,10.1,36.17,40.1
 8/18/2018,1,T5,0,4,403,4032,2.37,2.92,5.17,3.4,2.6,9.93,35.59,39.34
 8/18/2018,1,T2,3,4,404,4041,2.36,2.97,5.51,3.57,2.71,10.44,35.29,38.84
 8/18/2018,1,T2,3,4,404,4042,2.46,3.1,5.67,3.77,2.76,10.99,37.2,40.85
 8/18/2018,1,T1,2,4,405,4051,2.44,3.07,5.63,3.81,2.72,10.82,35.87,39.86
 8/18/2018,1,T1,2,4,405,4052,2.45,3.09,5.66,3.75,2.69,10.74,36.04,39.91
 8/18/2018,1,T4,5,4,406,4061,2.37,2.96,5.48,3.59,2.66,10.35,34.89,38.69
 8/18/2018,1,T4,5,4,406,4062,2.44,3.07,5.63,3.74,2.72,10.82,36.2,40.15
 8/18/2018,2,T10,0,4,407,4071,2.32,2.83,5.05,3.31,2.6,10.2,38.32,43.2
 8/18/2018,2,T10,0,4,407,4072,2.37,2.92,5.26,3.55,2.68,10.51,36.91,41.6
 8/18/2018,2,T8,4,4,408,4081,2.38,2.87,5.09,3.26,2.54,10.22,39.2,43.95
 8/18/2018,2,T8,4,4,408,4082,2.37,2.83,5.01,3.23,2.55,10.11,39.12,44.03
 8/18/2018,2,T7,3,4,409,4091,2.32,2.8,4.93,3.22,2.54,10.18,39.43,44.2
 8/18/2018,2,T7,3,4,409,4092,2.4,2.92,5.18,3.41,2.68,10.44,38.86,43.53
 8/18/2018,2,T9,5,4,410,4101,2.37,2.8,4.87,3.14,2.55,9.98,41.16,46.36
 8/18/2018,2,T9,5,4,410,4102,2.3,2.72,4.7,3.03,2.45,9.85,40.66,45.65
 8/18/2018,2,T10,0,5,501,5011,2.33,2.94,5.44,3.65,2.66,10.95,38.08,42.1
 8/18/2018,2,T10,0,5,501,5012,2.35,2.9,5.24,3.48,2.55,10.77,40.13,45.01
 8/18/2018,1,T2,3,5,502,5021,2.44,3.09,5.69,3.72,2.75,11.01,38.21,42.13
 8/18/2018,1,T2,3,5,502,5022,2.37,2.92,5.29,3.49,2.53,10.09,34.71,38.08
 8/18/2018,1,T5,0,5,503,5031,2.46,3.1,5.74,3.87,2.86,10.82,34.99,38.5
 8/18/2018,1,T5,0,5,503,5032,2.41,3.08,5.7,3.87,2.88,10.82,35.01,38.62
 8/18/2018,2,T8,4,5,504,5041,2.31,2.81,5.09,3.34,2.66,10.35,38.14,42.82
 8/18/2018,2,T8,4,5,504,5042,2.29,2.79,4.86,3.18,2.5,9.94,39.95,45.3
 8/18/2018,2,T7,3,5,505,5051,2.37,2.84,5.02,3.29,2.49,10.39,40.1,45.47
 8/18/2018,2,T7,3,5,505,5052,2.38,2.96,5.45,3.7,2.74,10.87,37.31,41.89
 8/18/2018,2,T9,5,5,506,5061,2.36,2.9,5.09,3.45,2.65,10.53,38.43,43.51
 8/18/2018,2,T9,5,5,506,5062,2.28,2.8,5.09,3.46,2.66,10.03,34.99,39.21
 8/18/2018,2,T6,2,5,507,5071,2.31,2.75,4.76,3.08,2.48,9.77,39.42,44.65
 8/18/2018,2,T6,2,5,507,5072,2.36,2.82,4.97,3.31,2.55,9.95,37.03,41.11
 8/18/2018,1,T4,5,5,508,5081,2.4,2.99,5.43,3.72,2.87,9.93,31.56,34.71
 8/18/2018,1,T4,5,5,508,5082,2.47,3.08,5.63,3.86,2.87,10.52,32.72,36.04
 8/18/2018,1,T3,4,5,509,5091,2.4,2.95,5.22,3.52,2.84,9.72,32.87,36.18
 8/18/2018,1,T3,4,5,509,5092,2.47,3.04,5.46,3.65,2.8,10.18,34.18,37.42
 8/18/2018,1,T1,2,5,510,5101,2.45,3.07,5.58,3.73,2.83,10.57,35.19,38.71
 8/18/2018,1,T1,2,5,510,5102,2.46,3.06,5.55,3.73,2.78,10.73,36.81,40.51
 8/18/2018,1,T3,4,6,601,6011,2.38,3.03,5.52,3.67,2.69,10.36,34.55,37.84
 8/18/2018,1,T3,4,6,601,6012,2.42,3.01,5.47,3.68,2.75,10.23,35.25,39.11
 8/18/2018,2,T6,2,6,602,6021,2.2,2.78,4.97,3.24,2.44,10.03,38.52,43.02
 8/18/2018,2,T6,2,6,602,6022,2.34,2.81,4.86,3.21,2.39,10.23,41.32,46.89
 8/18/2018,1,T1,2,6,603,6031,2.43,3.01,5.46,3.61,2.78,10.54,37.01,40.96
 8/18/2018,1,T1,2,6,603,6032,2.51,3.1,5.52,3.66,2.84,10.54,37.37,41.72
 8/18/2018,1,T5,0,6,604,6041,2.43,3.03,5.36,3.61,2.8,10.18,34.89,38.74
 8/18/2018,1,T5,0,6,604,6042,2.38,2.97,5.27,3.55,2.75,9.86,32.69,36.05
 8/18/2018,2,T8,4,6,605,6051,2.32,2.87,5.26,3.49,2.58,10.22,35.59,39.85
 8/18/2018,2,T8,4,6,605,6052,2.28,2.78,4.98,3.29,2.43,10.07,37.7,42.89
 8/18/2018,2,T7,3,6,606,6061,2.29,2.81,5.07,3.39,2.53,10.14,35.87,40.43
 8/18/2018,2,T7,3,6,606,6062,2.32,2.76,4.87,3.13,2.48,10.69,38.95,43.62
 8/18/2018,1,T4,5,6,607,6071,2.44,3.04,5.48,3.8,2.91,10.2,31.9,35.19
 8/18/2018,1,T4,5,6,607,6072,2.42,2.97,5.35,3.67,2.83,9.86,31.53,34.73
 8/18/2018,2,T9,5,6,608,6081,2.37,2.87,5.03,3.38,2.66,10.19,36.71,41.07
 8/18/2018,2,T9,5,6,608,6082,2.22,2.7,4.77,3.14,2.43,9.97,38.4,43.5
 8/18/2018,1,T2,3,6,609,6091,2.48,3.1,5.69,3.83,2.91,10.75,35.37,38.8
 8/18/2018,1,T2,3,6,609,6092,2.42,3.06,5.51,3.64,2.8,10.49,35.4,38.85
 8/18/2018,2,T10,0,6,610,6101,2.24,2.68,4.66,3.05,2.41,9.71,37.48,42.25
 8/18/2018,2,T10,0,6,610,6102,2.24,2.7,4.61,3.02,2.45,9.59,38.83,44.29
8/25/2018,2,T8,4,1,101,1011,2.64,3.37,6.76,5.25,3.33,13.24,36.91,40.37
8/25/2018,2,T8,4,1,101,1012,2.57,3.23,6.31,4.7,3.17,12.38,35.7,38.97
8/25/2018,2,T6,2,1,102,1021,2.7,3.45,6.94,5.59,3.78,13.01,32.83,35.71
8/25/2018,2,T6,2,1,102,1022,2.71,3.44,6.92,5.35,3.53,13.7,36.89,40.12
8/25/2018,1,T4,5,1,103,1031,3.19,4.34,8.38,7.56,5.24,14.79,29.64,31.89
8/25/2018,1,T4,5,1,103,1032,2.71,3.43,6.34,5.16,3.61,12.15,30.47,33.8
8/25/2018,2,T7,3,1,104,1041,2.54,3.15,5.75,4.55,3.25,11.2,32.61,36.34
8/25/2018,2,T7,3,1,104,1042,2.73,3.55,6.92,5.41,3.52,12.86,31.93,34.47
8/25/2018,2,T9,5,1,105,1051,2.93,3.84,7.19,6.26,4.49,12.55,26.66,28.58
8/25/2018,2,T9,5,1,105,1052,3.01,3.93,7.31,6.65,4.72,12.71,25.47,27.23
8/25/2018,1,T2,3,1,106,1061,2.49,3.11,5.96,4.39,2.91,12.07,37.29,41.22
8/25/2018,1,T2,3,1,106,1062,2.49,3.04,5.9,4.29,2.78,12.22,37.94,42.27
8/25/2018,1,T5,0,1,107,1071,2.71,3.5,6.57,5.42,3.85,12.47,29.88,32.35
8/25/2018,1,T5,0,1,107,1072,2.47,3.11,5.94,4.48,3.02,11.73,33.2,36.49
8/25/2018,1,T3,4,1,108,1081,2.65,3.45,6.74,5.26,3.46,12.55,31.7,34.5
8/25/2018,1,T3,4,1,108,1082,2.78,3.76,7.53,6.41,4.31,13.52,29.35,31.21
8/25/2018,2,T10,0,1,109,1091,3.27,4.3,7.61,7.35,5.67,12.77,23.22,24.98
8/25/2018,2,T10,0,1,109,1092,2.75,3.5,6.32,5.54,4,11.84,27.97,30.5
8/25/2018,1,T1,2,1,110,1101,2.52,3.2,5.84,4.77,3.47,10.92,27.31,30.31
8/25/2018,1,T1,2,1,110,1102,2.59,3.23,6.14,4.72,3.13,12.56,38.89,42.92
8/25/2018,2,T9,5,2,201,2011,2.59,3.25,6.47,4.9,3.22,12.87,35.56,38.93
8/25/2018,2,T9,5,2,201,2012,2.61,3.33,6.65,5.19,3.41,13.23,36.43,39.97
8/25/2018,1,T2,3,2,202,2021,2.94,3.97,7.94,6.89,4.69,14.06,29.37,31.78
8/25/2018,1,T2,3,2,202,2022,3.03,4.12,8.35,7.29,5,14.83,29.82,31.89
8/25/2018,1,T1,2,2,203,2031,2.85,3.81,7.43,5.87,3.92,13.67,32.68,34.91
8/25/2018,1,T1,2,2,203,2032,2.56,3.19,6.27,4.58,2.97,12.57,37.41,41.35
8/25/2018,1,T5,0,2,204,2041,2.74,3.56,7,5.84,4.06,13.1,31.18,33.99
8/25/2018,1,T5,0,2,204,2042,2.89,4,8.22,6.78,4.55,14.61,31.35,33.83
8/25/2018,2,T8,4,2,205,2051,2.75,3.78,7.85,6.39,4.08,14.49,33.95,36.71
8/25/2018,2,T8,4,2,205,2052,2.7,3.65,7.45,5.91,3.86,13.89,32.22,34.23
8/25/2018,2,T6,2,2,206,2061,2.65,3.26,6.47,4.73,3.05,13.22,38.97,42.67
8/25/2018,2,T6,2,2,206,2062,2.75,3.51,6.87,5.5,3.59,13.49,34.59,37.71
8/25/2018,2,T7,3,2,207,2071,2.93,4.08,8.44,7.61,5.36,14.85,28.64,30.5
8/25/2018,2,T7,3,2,207,2072,3.15,4.33,8.74,8.04,5.43,15.41,30.12,32.13
8/25/2018,1,T4,5,2,208,2081,2.51,3.17,6.48,4.93,3.17,12.71,34.4,37.83
8/25/2018,1,T4,5,2,208,2082,2.89,3.71,7.15,5.88,4.1,13.51,32.14,35.31
8/25/2018,1,T3,4,2,209,2091,2.65,3.31,6.24,5.21,3.59,12.08,33.46,36.57
8/25/2018,1,T3,4,2,209,2092,2.93,4.04,8.26,7.29,4.91,14.5,30.54,32.7
8/25/2018,2,T10,0,2,210,2101,2.95,3.97,7.83,6.44,4.18,14.42,33.62,36.01
8/25/2018,2,T10,0,2,210,2102,2.72,3.44,6.48,5.23,3.7,11.52,27.41,29.49
8/25/2018,1,T5,0,3,301,3011,2.92,3.88,7.4,6.72,4.86,12.9,25.8,27.54
8/25/2018,1,T5,0,3,301,3012,3.06,4.13,8.04,7.15,4.9,14.29,28.86,30.85
8/25/2018,2,T6,2,3,302,3021,2.83,3.57,6.65,5.47,3.85,12.72,30.31,33.36
8/25/2018,2,T6,2,3,302,3022,2.92,3.82,7.55,6.73,4.64,13.83,29.57,31.99
8/25/2018,1,T3,4,3,303,3031,2.91,3.94,7.89,6.72,4.49,14.05,29.83,31.85
8/25/2018,1,T3,4,3,303,3032,3.2,4.45,8.72,8.48,6.39,14.98,26.41,28.31
8/25/2018,2,T8,4,3,304,3041,3.09,4.09,7.71,7.05,5.08,13.39,26.32,28.36
8/25/2018,2,T8,4,3,304,3042,3.12,4.09,7.69,7.07,5.18,13.22,26.25,28.21
8/25/2018,2,T9,5,3,305,3051,2.67,3.37,6.67,5.38,3.56,12.88,33.61,36.73
8/25/2018,2,T9,5,3,305,3052,2.79,3.55,6.94,5.63,3.78,13.23,33.87,37.25
8/25/2018,1,T4,5,3,306,3061,2.63,3.28,6.17,4.88,3.41,11.88,31.5,34.82
8/25/2018,1,T4,5,3,306,3062,2.6,3.26,6.34,5,3.32,12.6,34.06,37.11
8/25/2018,1,T1,2,3,307,3071,2.8,3.66,7.08,5.85,4.01,12.55,28.26,30.64
8/25/2018,1,T1,2,3,307,3072,2.82,3.67,7.09,5.88,4.02,12.51,27.68,29.53
8/25/2018,2,T10,0,3,308,3081,2.83,3.8,7.29,6.24,4.22,12.9,27.66,29.66
8/25/2018,2,T10,0,3,308,3082,2.81,3.66,7.09,5.78,3.86,12.94,30.34,33.15
8/25/2018,2,T7,3,3,309,3091,2.73,3.54,6.75,5.31,3.55,12.44,31.45,34.05
8/25/2018,2,T7,3,3,309,3092,2.48,3.06,5.83,4.29,2.86,11.89,37.3,41.08
8/25/2018,1,T2,3,3,310,3101,2.53,3.04,5.59,3.95,2.69,11.72,40.85,45.52
8/25/2018,1,T2,3,3,310,3102,2.45,2.92,5.37,3.75,2.61,11.08,37.92,41.97
8/25/2018,1,T3,4,4,401,4011,2.81,3.76,7.45,6.4,4.46,12.92,27.35,29.59
8/25/2018,1,T3,4,4,401,4012,2.8,3.66,6.92,5.86,4.05,12.19,27.72,29.93
8/25/2018,2,T6,2,4,402,4021,2.76,3.51,6.85,5.71,3.8,13.13,33.23,36.15
8/25/2018,2,T6,2,4,402,4022,2.79,3.58,7.24,5.71,3.87,13.92,35.24,38.61
8/25/2018,1,T5,0,4,403,4031,2.72,3.47,6.58,5.25,3.57,12.74,33.17,36.4
8/25/2018,1,T5,0,4,403,4032,2.57,3.25,6.13,4.67,3.19,12.06,33.75,36.86
8/25/2018,1,T2,3,4,404,4041,2.88,3.73,6.99,5.9,4.1,12.3,27.65,29.51
8/25/2018,1,T2,3,4,404,4042,2.84,3.59,6.68,5.58,3.98,11.69,27.38,29.67
8/25/2018,1,T1,2,4,405,4051,2.98,3.93,7.48,6.54,4.53,13.26,27.88,29.75
8/25/2018,1,T1,2,4,405,4052,2.87,3.82,7.34,6.25,4.28,12.98,27.21,28.74
8/25/2018,1,T4,5,4,406,4061,3.05,4.1,7.94,7.2,4.91,13.92,27.81,29.95
8/25/2018,1,T4,5,4,406,4062,3.16,4.29,8.16,7.37,5.23,14.42,28.93,31.19
8/25/2018,2,T10,0,4,407,4071,2.8,3.67,7.04,5.79,3.88,12.94,30,32.84
8/25/2018,2,T10,0,4,407,4072,2.92,3.75,7.07,6.14,4.4,13.03,29.5,32.36
8/25/2018,2,T8,4,4,408,4081,2.67,3.43,6.74,5.53,3.75,12.78,30.76,33.66
8/25/2018,2,T8,4,4,408,4082,2.87,3.76,7.53,6.18,4.18,13.99,33.47,36.45
8/25/2018,2,T7,3,4,409,4091,2.44,2.93,5.49,3.9,2.68,11.2,36.86,40.98
8/25/2018,2,T7,3,4,409,4092,2.92,3.88,7.42,6.51,4.62,12.91,26.82,28.78
8/25/2018,2,T9,5,4,410,4101,2.97,3.99,7.66,6.71,4.7,13.36,27.41,29.45
8/25/2018,2,T9,5,4,410,4102,2.98,3.81,7,6.21,4.51,12.74,28.52,31.46
8/25/2018,2,T10,0,5,501,5011,2.78,3.57,7.02,5.41,3.57,13.12,33.55,36.08
8/25/2018,2,T10,0,5,501,5012,2.8,3.74,7.4,5.87,3.87,13.55,32.58,34.85
8/25/2018,1,T2,3,5,502,5021,2.56,3.18,6.3,4.56,3.01,12.72,37.54,41.06
8/25/2018,1,T2,3,5,502,5022,2.69,3.46,6.8,5.64,3.92,13.07,31.85,35
8/25/2018,1,T5,0,5,503,5031,2.93,3.88,7.53,6.59,4.55,13.8,28.17,29.87
8/25/2018,1,T5,0,5,503,5032,3.1,4.23,8.17,7.23,4.94,14.46,29.09,31.14
8/25/2018,2,T8,4,5,504,5041,3.28,4.4,8.4,8.31,6.04,14.58,26.42,28.05
8/25/2018,2,T8,4,5,504,5042,3.23,4.35,8.06,7.78,5.84,13.86,25.37,27.18
8/25/2018,2,T7,3,5,505,5051,2.94,3.95,7.66,6.64,4.61,13.59,27.81,29.61
8/25/2018,2,T7,3,5,505,5052,3.08,4.11,7.89,6.96,4.75,14.07,28.8,31.22
8/25/2018,2,T9,5,5,506,5061,2.68,3.36,6.45,5.05,3.45,12.47,32.27,35.62
8/25/2018,2,T9,5,5,506,5062,3.18,4.15,7.36,6.79,5.12,13.63,27.9,30.51
8/25/2018,2,T6,2,5,507,5071,2.88,3.77,7.17,6.28,4.48,13.29,29.75,32.27
8/25/2018,2,T6,2,5,507,5072,2.58,3.3,6.47,4.98,3.27,12.71,33.74,36.75
8/25/2018,1,T4,5,5,508,5081,2.45,3.09,5.89,4.33,2.92,11.66,35.41,39.05
8/25/2018,1,T4,5,5,508,5082,2.52,3.13,5.72,4.43,3.14,11.39,33,36.69
8/25/2018,1,T3,4,5,509,5091,2.98,3.87,7.21,6.21,4.44,13.62,32.03,34.88
8/25/2018,1,T3,4,5,509,5092,2.45,3.02,5.64,4.25,2.88,11.38,34.71,38.55
8/25/2018,1,T1,2,5,510,5101,2.46,3,5.56,4.1,2.78,11.27,35.71,39.72
8/25/2018,1,T1,2,5,510,5102,2.91,3.75,6.9,5.95,4.23,12.01,26.13,28
8/25/2018,1,T3,4,6,601,6011,2.94,4.06,8.3,6.98,4.72,14.75,31.8,34.16
8/25/2018,1,T3,4,6,601,6012,2.98,4.05,8.14,6.95,4.71,14.61,31.55,33.65
8/25/2018,2,T6,2,6,602,6021,3.18,4.32,8.53,8.04,5.88,14.98,27.48,28.94
8/25/2018,2,T6,2,6,602,6022,3.18,4.21,7.94,7.35,5.25,14.24,29.12,31.32
8/25/2018,1,T1,2,6,603,6031,2.66,3.47,6.65,5.76,4.09,12.3,28.02,30.38
8/25/2018,1,T1,2,6,603,6032,2.65,3.31,6.26,5.06,3.47,12.1,33.6,36.98
8/25/2018,1,T5,0,6,604,6041,2.81,3.68,7.18,6.05,4.04,12.94,29.67,31.83
8/25/2018,1,T5,0,6,604,6042,2.84,3.68,7.1,5.85,3.9,12.81,30.51,32.77
8/25/2018,2,T8,4,6,605,6051,2.87,3.66,6.74,5.93,4.21,12.79,28.34,30.64
8/25/2018,2,T8,4,6,605,6052,2.86,3.65,6.76,5.83,4.18,12.59,29.15,31.53
8/25/2018,2,T7,3,6,606,6061,3.02,3.93,7.3,6.53,4.75,13.2,28.11,30.23
8/25/2018,2,T7,3,6,606,6062,2.74,3.49,6.64,5.57,3.92,12.63,30.64,33.43
8/25/2018,1,T4,5,6,607,6071,2.69,3.45,6.62,5.35,3.6,12.77,32.15,35.04
8/25/2018,1,T4,5,6,607,6072,3.09,4.06,7.41,7.05,5.25,12.8,24.44,26.15
8/25/2018,2,T9,5,6,608,6081,3.26,4.41,8.12,8.05,6.16,13.94,24.76,26.53
8/25/2018,2,T9,5,6,608,6082,3.22,4.25,7.72,7.74,5.79,13.35,23.67,25.35
8/25/2018,1,T2,3,6,609,6091,3.07,3.98,7.26,6.51,4.81,12.48,25.22,26.98
8/25/2018,1,T2,3,6,609,6092,2.95,3.93,7.72,6.65,4.61,13.42,28.29,30.45
8/25/2018,2,T10,0,6,610,6101,3.01,4.04,7.9,6.84,4.84,13.87,28.68,30.87
8/25/2018,2,T10,0,6,610,6102,3.03,4.06,7.96,7.34,5.24,13.74,26.26,28.25
